A1C5,A1C7,A1C10,A1C13,A1C15,A1C17,A1C20,A1L5,A1L7,A1L10,A1L13,A1L15,A1L17,A1L20,A1LR5,A1LR7,A1LR10,A1LR13,A1LR15,A1LR17,A1LR20,A2C5,A2C7,A2C10,A2C13,A2C15,A2C17,A2C20,A2L5,A2L7,A2L10,A2L13,A2L15,A2L17,A2L20,A2LR5,A2LR7,A2LR10,A2LR13,A2LR15,A2LR17,A2LR20
0.946415682677536,0.916653549876276,0.748958383759907,0.731805056010743,0.63743132935162,0.685886707243138,0.633597248459183,0.629617219067154,0.658847069076838,0.549070927902103,0.550625670877113,0.54124889893184,0.585419889716829,0.599626868934617,0.528670399660464,0.658585751838973,0.549435356772536,0.578683140069219,0.567691029449467,0.573171118389645,0.595400112054081,0.697462071906728,0.573881233904187,0.631388401209269,0.570102485716644,0.513463690308025,0.539310993228735,0.517111239042581,0.612657995725662,0.558734359220074,0.548491423372208,0.569344585180935,0.568471986960362,0.504352845878696,0.464107820728738,0.662488645801597,0.558734359220074,0.493575779991147,0.601124089490094,0.582434834266377,0.49412682196041,0.464107820728738
0.93508723854893,0.969854602021283,0.93844111456319,0.940130611015934,0.9300065702211,0.732955678519751,0.689789588696538,0.617987629910381,0.615935469915938,0.552598960574285,0.539654095752468,0.512652002574739,0.527281322195628,0.538823462818246,0.622185780012772,0.610262053844712,0.552598960574285,0.507585461240053,0.509474503141802,0.533045434888889,0.551430569145199,0.917723765155918,0.569855754392342,0.595329971914898,0.662092350934804,0.565490209838176,0.585223338748398,0.606735957378596,0.49364912245956,0.552031609657882,0.558786460097658,0.50036320563619,0.479513016211123,0.418539664927128,0.559615249744665,0.697265002193224,0.552031609657882,0.531273580301402,0.48191945734398,0.455248806149927,0.441480410401015,0.559615249744665
1,0.882092555768686,0.75351969507825,0.689530353868051,0.732005108418525,0.815132518613911,0.812963092867305,0.458151600694563,0.645864044647186,0.564723884181982,0.608412910307997,0.561678129278493,0.630324352084901,0.589148905877664,0.523218100464247,0.645864044647186,0.564691574460924,0.598584759480819,0.575244507554127,0.65568907881792,0.612541542075091,0.455708918067778,0.502173353355026,0.615757554815524,0.61550768266937,0.672518855748247,0.649584997073591,0.55187671983519,0.516869869518102,0.509331761786183,0.43976953013239,0.540963196981662,0.616067188984167,0.507158445281661,0.433735091619647,0.516869869518102,0.508725832781329,0.452636288669739,0.532819797008392,0.617838869431323,0.541811886576639,0.445236652628214
0.763824333224701,0.789819065439754,0.872928471862963,0.68188762039394,0.668777831112364,0.845108755278108,0.742888783541584,0.470911279609726,0.474942234751581,0.627032873420191,0.52852126196694,0.524712842280738,0.55383554233316,0.561724457407139,0.523508484722951,0.474942234751581,0.627032873420191,0.528601108447358,0.504699060386596,0.534060568748892,0.562236310172801,0.827754832752277,0.659981887159672,0.431258160550583,0.614825198287161,0.496957385183275,0.557112154206084,0.562424629389808,0.406969485251342,0.44628209632404,0.418974765932654,0.469445799995231,0.473402709725535,0.442532519219823,0.531445404187819,0.408777561886039,0.442905101152409,0.420553408107459,0.469445799995231,0.491670994932297,0.459336552794188,0.560006163000406
0.959615445700321,0.903621265829503,0.878946554180227,0.722352254483564,0.661558540385037,0.64808439791404,0.686727783914555,0.563863458603228,0.563263868889674,0.516304311230117,0.51103116834837,0.525578321793173,0.561006490638254,0.549300118145429,0.533652188410558,0.568299873461586,0.516304311230117,0.506522929502658,0.503383738473529,0.548556033121117,0.52430399481132,0.587158202409707,0.358256285507503,0.632982991708318,0.496578130950065,0.596700079808022,0.580086837616448,0.561413189527586,0.3471135355447,0.380409923096704,0.353937640604089,0.54543044127799,0.549858148933271,0.539005345602366,0.51156745464358,0.3471135355447,0.380409923096704,0.353937640604089,0.563214395604264,0.528304554839999,0.548984982437147,0.502244812843046
0.917999394283981,0.96985192081456,0.933608719434276,0.807359573830108,0.823088031805689,0.779336693109324,0.74470738050952,0.430246809599297,0.595000186241639,0.471410736076025,0.543208922354133,0.51182689382785,0.603998809088866,0.634222534636742,0.581300079236539,0.564013049041156,0.498266605155635,0.520013449826971,0.51282353090691,0.591877388623204,0.62702400332843,0.68309346190962,0.600480325068942,0.426681138900088,0.464972241748243,0.521654896367796,0.695248831286357,0.714373133864236,0.41175092098877,0.366220525121979,0.465910876861129,0.437704754267364,0.446402327554882,0.504335595184954,0.541748021328825,0.4438531056816,0.362891165155614,0.465209200439263,0.487317524633632,0.456885555581132,0.476589590926082,0.535389569709301
0.985103176645689,0.889776659476761,0.854615718319356,0.906715509588217,0.964225532639104,0.875722933273429,0.810006154239872,0.447549134959191,0.597877207071809,0.554487546010959,0.502901671890043,0.490126340123299,0.571838578231514,0.584104707099973,0.515985535257976,0.597877207071809,0.554219242493015,0.514820658999861,0.488507696270381,0.601563452120242,0.596384664711578,0.653643745509045,0.702373816633843,0.599807838689714,0.712095360689758,0.605510077121529,0.633937707363905,0.56701693412925,0.49847547610185,0.524339700221135,0.480472739025879,0.578307408263123,0.55999217885416,0.512301510130614,0.592828329912781,0.400383397862226,0.524339700221135,0.483310382652727,0.54723157916236,0.552773485544504,0.535509183302663,0.589721344878304
0.702309632474145,0.605276644749383,0.768480134212193,0.647582433142655,0.648949509812743,0.840982094976414,0.881490620174767,0.534753521495879,0.557022133689548,0.618974343745728,0.636661350632995,0.604934414761878,0.570442503997428,0.587907058472664,0.534753521495879,0.557022133689548,0.61873961856545,0.641776177746401,0.614284286012748,0.56263417713697,0.605263719203127,0.812249466606809,0.472893795146912,0.642149819630019,0.363929884517458,0.753971101284925,0.772575251253762,0.773152348519981,0.620876998263874,0.459291523531947,0.536214965488132,0.397635912011805,0.565672136028638,0.520132399013698,0.476389829265792,0.623142741966588,0.460497822665461,0.538099457313454,0.39366720060493,0.576414935063117,0.560340634404699,0.476389829265792
0.916229776407334,0.74192890259352,0.81560338682194,0.88593180365647,0.663498619458531,0.83695295694646,0.851689261559643,0.544976226426415,0.603842541932788,0.662025772845446,0.536183480001347,0.534532076728567,0.467320802317293,0.483903336824797,0.544131687812921,0.612740374396803,0.664939876128333,0.544293944027978,0.531507594365555,0.478158721705094,0.486778024016792,0.64065136373357,0.681694990307459,0.689463878197717,0.640348187239749,0.674312811248203,0.569942501495089,0.588803724200522,0.448498014984836,0.521093101200733,0.546848416742625,0.480923975184892,0.616400729724154,0.573075139533465,0.448602397507727,0.40241174688075,0.525076150018562,0.533152301130438,0.491754808136439,0.634406867371558,0.637041037323964,0.448602397507727
0.940632708325926,0.797740964596864,0.647057022339154,0.63534526722247,0.870046370563446,0.749707923962727,0.755199963095325,0.466283944860502,0.695852291244091,0.542713287151385,0.602294634015348,0.605220727154833,0.565704585223368,0.535090586445625,0.527205275213801,0.695852291244091,0.542713287151385,0.574823105315248,0.601581948723033,0.54265413777194,0.544565484513004,0.584330476428598,0.50004026626992,0.316070480551063,0.697739716426229,0.628031933164167,0.582611873003664,0.55725752967621,0.633119108677026,0.410163902515765,0.27751000070047,0.413207009575119,0.568088911362063,0.54416096811023,0.54439138900974,0.687577606932238,0.410163902515765,0.297798927950783,0.419869084360408,0.548593332321642,0.52460708954271,0.548098214430969
